Прізвище,Ім’я,По батькові,Стать,Дата народження,Посада,Місто проживання,Адреса проживання,Телефон,Email
Забара,Олег,,Чоловік,1997-08-06,Етнограф,хутір Старий Самбір,"провулок Рибальський, буд. 7, Чортків, 26636",+380 93 162-84-30,sheremethennadii@example.org
Теличенко,Назар,,Чоловік,1982-08-08,Паблік рилейшнз,місто Нетішин,"узвіз Перший Кришталевий, буд. 225, Чернігів, 26875",+380 67 011-40-72,zbabiak@example.net
Бабариченко,Степан,,Чоловік,1987-04-28,Фізик,село Золотоноша,"парк Вапняний 1-й, буд. 600, Маріуполь, 49039",205-23-31,tymchukmaryna@example.org
Ващук,Панас,,Чоловік,1951-11-26,Палеонтолог,місто Кам'янське,"проспект Деревообробний 1-й, буд. 8 кв. 94, Географія Вільнянська, 22600",049 366-36-46,vmykhailiuk@example.org
Андрієнко,Венедикт,,Чоловік,1975-06-07,Антрополог,місто Чортків,"шосе Сергія Ейзенштейна, буд. 62, Кремінна, 97555",094 761 43 83,artiushenkoanita@example.net
Ванченко,Микита,,Чоловік,1979-03-11,Мовознавець,хутір Ромни,"площа Одеса-Головна, буд. 07 кв. 68, Гребінка, 10512",065 855 67 93,kamilla57@example.net
Дзиндра,Андрій,,Чоловік,1956-04-07,Палеонтолог,селище Ходорів,"парк Лиманчик 2-й Лінія 11-та, буд. 4 кв. 4, Надвірна, 32299",019 463 04 43,samoilenkosviatoslav@example.org
Бабій,Богуслав,,Чоловік,1975-04-09,Кінорежисер,селище Благовіщенське,"провулок Рельєфна, буд. 754 кв. 348, Кропивницький, 81731",225 51 88,padamenko@example.com
Бездітко,Омелян,,Чоловік,1952-10-27,Паблік рилейшнз,селище Каховка,"парк Бабеля, буд. 95 кв. 7, Жовті Води, 84024",866 35 95,viterorysia@example.com
Нестайко,Богдан,,Чоловік,1957-09-06,Педагог,селище Антрацит ,"сквер Травневий, буд. 5, Тростянець, 61367",+380 70 794-89-77,vteslia@example.org
Вахній,Теодор,,Чоловік,1958-01-12,Редактор,селище Яремче,"площа Могилівська, буд. 2 кв. 43, Борислав, 17423",014 406 94 42,oleksandr81@example.com
Адамчук,Захар,,Чоловік,1957-01-28,Бухгалтер,місто Борзна,"шосе Банний, буд. 0 кв. 8, Боярка, 16210",440-62-19,iaremavioletta@example.net
Лесик,Андрій,,Чоловік,1973-10-11,Фольклорист,місто Боково-Хрустальне,"площа Каховський, буд. 462 кв. 34, Амвросіївка, 38790",051 066 40 32,bohdankanivets@example.org
Демиденко,Демʼян,,Чоловік,1997-09-07,Графік,селище Долинська,"проспект Лідерсівський, буд. 397, Генічеськ, 35031",090 447-40-12,nartiukh@example.org
Михайлюк,Вʼячеслав,,Чоловік,1963-03-30,Випробувач,місто Полтава,"проспект Угорська, буд. 1 кв. 497, Болехів, 76756",+380 22 443-36-03,vadymdemydenko@example.org
Архимович,Тимофій,,Чоловік,1995-05-20,Ювелір,хутір Заводське,"площа Вапняний 1-й, буд. 500 кв. 5, Докучаєвськ, 91120",634-64-30,nalyvaikoviktor@example.com
Ященко,Леонтій,,Чоловік,1982-08-15,Кухар,село Турка,"парк Миколи Вороного, буд. 4, Косів, 06431",015 155 11 62,tsymbalonysym@example.org
Зінчук,Леонтій,,Чоловік,1959-07-12,Електромонтажник,селище Приморськ (Україна),"провулок Тульська, буд. 4 кв. 790, Бобринець, 96309",+380 (87) 194-41-01,orkhyp09@example.org
Іващенко,Антон,,Чоловік,1962-07-13,Клоун,хутір Коростень,"провулок Маршала Малиновського, буд. 24 кв. 3, Звенигородка, 16093",+380 34 535 66 39,sviatoslava87@example.com
Шахрай,Стефан,,Чоловік,1999-06-12,Палеонтолог,село Рені,"парк Західний 4-й, буд. 760, Косів, 50734",530 95 51,gderkach@example.net
Скоробогатько,Леопольд,,Чоловік,1992-01-21,Доцент,селище Остер ,"проспект Одеса-Головна, буд. 635, Яготин, 27000",+380 45 135-26-45,darynagoliash@example.net
Атаманчук,Богдан,,Чоловік,1959-02-20,Стоматолог,село Моршин,"сквер Миколи Гефта, буд. 8, Новоселиця, 68165",080 599-15-04,illia20@example.net
Кибкало,Хома,,Чоловік,1985-10-18,Психолог,селище Тячів,"сквер Золотий берег, буд. 593 кв. 301, Чорнобиль, 36886",+380 91 829 91 27,wshukhevych@example.org
Давиденко,Аркадій,,Чоловік,2000-01-02,Круп'є,хутір Покровськ,"площа Жуковського, буд. 656 кв. 6, Кам'янське, 37575",+380 27 097 27 25,gstets@example.com
Габелко,Адам,,Чоловік,2002-02-18,Мінералог,місто Броди,"узвіз Люстдорфський, буд. 9 кв. 65, Жовква, 27080",067 700 98 02,fsuprunenko@example.net
Кальченко,Леонід,,Чоловік,1993-10-04,Фермер,хутір Мена ,"площа Бісквітний, буд. 016, Мирноград, 03536",+380 (34) 440-35-34,hennadii06@example.org
Самойленко,Ігор,,Чоловік,1974-04-04,Композитор,хутір Покровськ,"набережна Мечникова, буд. 51 кв. 06, Карлівка, 85606",+380 05 656 50 52,trokhymcherednyk@example.org
Фартушняк,Азар,,Чоловік,1965-02-25,Ріелтор,хутір Ужгород,"парк Будівельна, буд. 340, Роздільна, 50924",192-49-69,vvasylashko@example.com
Охримович,Вадим,,Чоловік,1988-01-02,Секретар,місто Хоростків,"парк Восьмого Березня Лінія 3-тя, буд. 5 кв. 52, Мерефа, 06979",+380 (09) 467-95-22,lbazylevskyi@example.com
Фаренюк,Теодор,,Чоловік,1983-05-09,Краєзнавець,селище Старий Самбір,"парк Деревообробний 4-й, буд. 81, Скалат, 03685",490 75 24,zorian95@example.com
Девдюк,Федір,,Чоловік,1996-09-02,Паблік рилейшнз,село Миколаївка ,"набережна Лінія 39-та, буд. 07, Ізяслав, 21328",279-68-78,tytarenkoorysia@example.com
Юрченко,Опанас,,Чоловік,1963-03-23,Гінеколог,селище Нововолинськ,"узвіз Латвійський узвіз, буд. 8 кв. 452, Дружба , 59900",+380 83 395-10-01,shvaikamarusia@example.org
Радченко,Олександр,,Чоловік,1991-09-20,Фермер,село Самбір,"шосе Кримський, буд. 81, Хуст, 14343",588 81 78,venedyktbevzenko@example.net
Єрьоменко,Семен,,Чоловік,1956-08-30,Адвокат,місто Красногорівка,"узвіз Головна, буд. 581 кв. 2, Помічна, 82525",+380 75 729-41-32,ruslantiahnybok@example.org
Шевченко,Дан,,Чоловік,1983-06-08,Детектив,хутір Горішні Плавні,"узвіз Приморський, буд. 1, Севастополь, 08072",682-16-03,hordiiredko@example.net
Дзиндра,Герман,,Чоловік,1998-03-05,Прокурор,хутір Валки ,"парк Задніпровського, буд. 28, Болехів, 33672",+380 92 871-92-94,symonnazarenko@example.org
Гресь,Амвросій,,Чоловік,1995-04-05,Економіст,хутір Новий Калинів,"проспект Приморська, буд. 6, Переяслав, 28817",189 98 81,zabashtavasyl@example.org
Хоменко,Варфоломій,,Чоловік,1986-05-01,Психолог,місто Новоазовськ,"проспект Бернардацці, буд. 74, Баранівка, 19907",+380 92 813-03-44,tsarenkohordii@example.com
Червоненко,Азар,,Чоловік,1957-05-12,Соціолог,хутір Камінь-Каширський,"набережна Лиманчик 2-й Лінія 8-ма, буд. 290 кв. 20, Золотоноша, 17760",+380 60 940 35 44,lderevianko@example.com
Козаченко,Демʼян,,Чоловік,1989-02-14,Економіст,хутір Білопілля,"проспект Казанська, буд. 33 кв. 8, Борзна, 38622",+380 18 497 22 16,gzaporozhets@example.net
Дейнека,Тарас,,Чоловік,1990-01-27,Дизайнер,місто Щастя ,"вулиця Василя Симоненка, буд. 70 кв. 8, Олевськ, 94759",+380 64 472-87-19,pustovitmakar@example.net
Малик,Борис,,Чоловік,1970-09-04,Палеонтолог,хутір Сміла,"парк Орловський, буд. 34, Копичинці, 76521",+380 (53) 326-51-33,snizhana42@example.com
Затовканюк,Єфрем,,Чоловік,1975-12-20,Детектив,селище Охтирка,"парк Гвоздичний, буд. 36, Ходорів, 19225",+380 62 127-24-38,maksymzarudnyi@example.com
Башполченко,Симон,,Чоловік,1967-10-16,Секретар,місто Борзна,"шосе Кладовищенська, буд. 193, Сколе, 74954",+380 67 874-00-11,iemelianenkooleksa@example.net
Михайлюк,Климент,,Чоловік,2006-12-01,Мистецтвознавець,місто Хуст,"парк Академічний, буд. 29, Вараш, 84381",+380 01 480-43-72,protsenkovitalii@example.net
Шеремета,Нестор,,Чоловік,1983-10-10,Ветеринар,селище Саки ,"узвіз Пироговський, буд. 51 кв. 6, Сватове, 07681",319-34-96,herman60@example.com
Чекалюк,Опанас,,Чоловік,1969-06-23,Золотар,хутір Кропивницький,"парк Восьмого Березня Лінія 1-ша, буд. 752, Заводське, 61253",+380 18 675-26-58,cherinkopetro@example.com
Демʼяненко,Семен,,Чоловік,1983-01-20,Юрист,місто Кілія,"набережна Аеропортівська, буд. 073 кв. 7, Бурштин , 62853",+380 38 740-04-32,leon64@example.org
